id,name,barcode,price,variation_name,tax_type,category_id,description,unit
11831,農家さんブラウス　フラワーベージュ,#4518406845249,1035,売出価格,外税,,,
11832,農家さんブラウス　小町ネイビー,#4518406835165,1150,通常価格,外税,,,
11832,農家さんブラウス　小町ネイビー,#4518406835165,1035,売出価格,外税,,,
11833,農家さんブラウス　チェックパープル,#4518406845300,1150,通常価格,外税,,,
11833,農家さんブラウス　チェックパープル,#4518406845300,1035,売出価格,外税,,,
11840,ふわっと涼しい帽　ガーゼストライプ,#4518406801375,1150,通常価格,外税,,,
11840,ふわっと涼しい帽　ガーゼストライプ,#4518406801375,1035,売出価格,外税,,,
11841,ふわっと涼しい帽　ダブルガーゼ,#4518406801382,1150,通常価格,外税,,,
11841,ふわっと涼しい帽　ダブルガーゼ,#4518406801382,1035,売出価格,外税,,,
11842,ガーデンハット　ラグジュアリー　フラワー,#4518406801245,1350,通常価格,外税,,,
11842,ガーデンハット　ラグジュアリー　フラワー,#4518406801245,1215,売出価格,外税,,,
11843,リバーシブル農園フード　柄アソート,#4518406818236,900,通常価格,外税,,,
11843,リバーシブル農園フード　柄アソート,#4518406818236,810,売出価格,外税,,,
11845,テンガロンハット　カーキ,#4518406801870,1100,通常価格,外税,,,
11845,テンガロンハット　カーキ,#4518406801870,990,売出価格,外税,,,
11846,テンガロンハット　ブラック,#4518406801863,1100,通常価格,外税,,,
11846,テンガロンハット　ブラック,#4518406801863,990,売出価格,外税,,,
11847,ひんやりアイスパーカー アイスシルバー　L,#4518406825364,2700,通常価格,外税,,,
11847,ひんやりアイスパーカー アイスシルバー　L,#4518406825364,2430,売出価格,外税,,,
11848,ひんやりアイスパーカー　アイスシルバー　M,,2700,,外税,,,
