id,name,barcode,price,variation_name,tax_type,category_id,description,unit
10022,種粕 20kg,#2000000000619,1800,通常価格,外税,,,
10022,種粕 20kg,#2000000000077,1700,売出価格,外税,,,
10022,種粕 20kg,#2000000000084,1700,予約売出価格,外税,,,
10049,種粕ペレット 20kg,#2000000000053,1900,通常価格,外税,,,
10049,種粕ペレット 20kg,#2000000001555,1800,売出価格,外税,,,
10048,ナチュラル 20kg,#2000000000046,4180,,外税,,,
10051,園芸有機10号 20kg,#2000000000091,3830,通常価格,外税,,,
10051,園芸有機10号 20kg,#2000000001005,3580,売出価格,外税,,,
10916,まるやま固形1号　20kg,,4980,,外税,,,
10052,そさい専用12-10-10  20kg,#2000000000107,3360,通常価格,外税,,,
10052,そさい専用12-10-10  20kg,#2000000001043,3180,売出価格,外税,,,
10052,そさい専用12-10-10  20kg,#2000000006789,3080,予約売出価格,外税,,,
10053,高度化成403  20kg,#2000000000114,3080,通常価格,外税,,,
10053,高度化成403  20kg,#2000000001029,2880,売出価格,外税,,,
10047,千代田化成 20kg,#2000000000039,5480,通常価格,外税,,,
10047,千代田化成 20kg,#2000000001067,5280,売出価格,外税,,,
10054,ニューホスカ382  20kg,#2000000000121,2980,通常価格,外税,,,
10054,ニューホスカ382  20kg,#2000000001036,2680,売出価格,外税,,,
10054,ニューホスカ382  20kg,#2000000006802,2580,予約売出価格,外税,,,
10055,有機化成3-10-10  20kg,#2000000000138,2980,通常価格,外税,,,
10055,有機化成3-10-10  20kg,#2000000001074,2780,売出価格,外税,,,
10056,大成化成8号 8-8-8   20kg,#2000000000145,2280,,外税,,,
10073,苦土入り化成4862  20kg,#2000000000305,2580,通常価格,外税,,,
10073,苦土入り化成4862  20kg,#2000000001166,2380,売出価格,外税,,,
10057,苦土石灰(粉)  20kg,#2000000000152,480,通常価格,外税,,,
10057,苦土石灰(粉)  20kg,#2000000002057,430,売出価格,外税,,,
10058,苦土石灰(粒)  20kg,#2000000000169,680,通常価格,外税,,,
10058,苦土石灰(粒)  20kg,#2000000002064,580,売出価格,外税,,,
10059,マグランド(生石灰)  20kg,#2000000000176,1430,通常価格,外税,,,
10059,マグランド(生石灰)  20kg,#2000000001227,1280,売出価格,外税,,,
10064,土太郎  30L,#4950465050057,1330,通常価格,外税,,,
10064,土太郎  30L,#2000000001258,1200,売出価格,外税,,,
10060,ファーム48(有機石灰)  20kg,#2000000000183,880,通常価格,外税,,,
10060,ファーム48(有機石灰)  20kg,#2000000001012,690,売出価格,外税,,,
10061,石灰窒素(粒)  20kg,#2000000000190,3890,通常価格,外税,,,
10061,石灰窒素(粒)  20kg,#2000000001050,3750,売出価格,外税,,,
10062,発酵ケイフン 15kg,#2000000000206,138,通常価格,外税,,,
10062,発酵ケイフン 15kg,#2000000001210,95,売出価格,外税,,,
10063,牛フン堆肥   40L,#2000000000213,380,通常価格,外税,,,
10063,牛フン堆肥   40L,#2000000001319,328,売出価格,外税,,,
10065,ゴールド21(完熟堆肥)  45L,#2000000000220,930,通常価格,外税,,,
10065,ゴールド21(完熟堆肥)  45L,#2000000001302,850,売出価格,外税,,,
10065,ゴールド21(完熟堆肥)  45L,,830,予約売出価格,外税,,,
10074,イーグルチャンス 20kg,#2000000000312,4540,,外税,,,
10075,ユーキペレ885  20kg,#2000000000329,3450,,外税,,,
10076,マグミタス  15kg,#2000000000336,1950,通常価格,外税,,,
10076,マグミタス  15kg,#2000000001807,1850,売出価格,外税,,,
10340,硫安 大粒 20kg,#2000000000893,1580,,外税,,,
10424,クリーンライナー 20kg,#2000000000961,798,,外税,,,
10574,バイオノ有機　20kg,,3680,通常価格,外税,,,
10574,バイオノ有機　20kg,,3480,売出価格,外税,,,
10659,尿素　20kg,#2000000002026,2780,,外税,,,
10798,過リン酸石灰　20kg,,2400,,外税,,,
10817,野菜の匠　12ー15ー10 20kg,#2000000003306,3280,通常価格,外税,,,
10817,野菜の匠　12ー15ー10 20kg,#2000000003313,2980,売出価格,外税,,,
10817,野菜の匠　12ー15ー10 20kg,#2000000006796,2880,予約売出価格,外税,,,
10918,たね培土1号　40リットル,,1860,,外税,,,
10958,消石灰顆粒　20kg,#2000000003979,990,,外税,,,
10985,高度444  20kg,#2000000003986,2480,通常価格,外税,,,
10985,高度444  20kg,#2000000005775,2280,売出価格,外税,,,
11004,ナンラ　融雪剤　25kg,#2000000003993,2380,,外税,,,
11005,魚粉　20kg,#2000000004006,3780,通常価格,外税,,,
11005,魚粉　20kg,#2000000004013,3580,予約価格,外税,,,
11472,ベストマッチ　タマネギ用　20kg,,7180,,外税,,,
11473,有機液肥1号,,5300,,外税,,,
11512,カルスNC  10kg,#4580184270018,6300,通常価格,外税,,,
11512,カルスNC  10kg,#4580184270018,6150,売出価格,外税,,,
11834,カニに専科　15kg,#2000000006086,1880,通常価格,外税,,,
11834,カニに専科　15kg,#2000000006093,1680,売出価格,外税,,,
12015,なるこ有機　20kg,,4480,,外税,,,
12021,ニトロアルファ,#2000000006727,4390,通常価格,外税,,,
12021,ニトロアルファ,#2000000006734,4250,売出価格,外税,,,
12075,ネガアップ　20kg,,2980,,外税,,,
12076,カルミタス　20ｋｇ,,1980,,外税,,,
12083,アクター7  20kg,#2000000006369,980,,外税,,,
12090,有機液肥12号,,5250,,外税,,,
12091,有機液肥１３号,,6250,,外税,,,
12095,かにがら　20kg,,3280,,外税,,,
12096,銀河一号　20kg,,4780,,外税,,,
12098,彩農　14－8－10－1　20kg,,3680,,外税,,,
12099,カリショット　10kg,,4980,,外税,,,
12170,金星化成３号,,3150,,外税,,,
12323,消石灰　粉　20kg,,930,,外税,,,
12346,ガッテン菌力　20kg,#2000000006857,2280,通常価格,外税,,,
12346,ガッテン菌力　20kg,#2000000006864,1980,売出価格,外税,,,
12384,エキスパート743 20kg,,2950,,外税,,,
12434,ライムショット　10kg,#4951795164612,4980,,外税,,,
12499,カニ炭　30L,,1530,,外税,,,
12500,バイオ堆肥　40L,,560,,外税,,,
12520,鉄Oneダッシュ,#2000000008219,1980,通常価格,外税,,,
12520,鉄Oneダッシュ,#2000000008226,1890,売出価格,外税,,,
12563,たわらファームの培養土　25L,,1700,,外税,,,
12564,【サービス品】たわらファームの培養土,,0,,外税,,,
12575,ナガオカユーキ5号　8-10-12,,4980,,外税,,,
10069,化成肥料 4kg,#2000000000268,850,,外税,,,
10070,花と野菜の肥料 5kg,#2000000000275,1170,,外税,,,
10071,種粕 10kg,#2000000000282,1180,通常価格,外税,,,
10071,種粕 10kg,#2000000001562,980,売出価格,外税,,,
10072,化成肥料 10kg,#2000000000299,1680,通常価格,外税,,,
10072,化成肥料 10kg,#2000000001548,1480,売出価格,外税,,,
10077,ジャガイモ専用肥料 4kg,#2000000000343,1280,通常価格,外税,,,
10077,ジャガイモ専用肥料 4kg,#2000000001579,1080,売出価格,外税,,,
10078,スイカ.メロン肥料  4kg,#2000000000350,1250,通常価格,外税,,,
10078,スイカ.メロン肥料  4kg,#2000000001654,1100,売出価格,外税,,,
10079,トマト元気　5kg,#2000000001661,1130,通常価格,外税,,,
10079,トマト元気　5kg,#2000000001661,950,売出価格,外税,,,
10080,苦土石灰 小袋 4kg,#2000000000374,230,,外税,,,
10081,生石灰 小袋 4kg,#2000000000381,430,,外税,,,
10082,有機石灰 小袋 4kg,#2000000000398,390,,外税,,,
10083,有機化成 小袋 4kg,#2000000000404,1200,,外税,,,
10298,草木灰 500g,#4962311950015,420,,外税,,,
10965,有機石灰　小袋　1.5kg,#2000000005799,240,,外税,,,
10084,千代田化成 小袋 4kg,#2000000000411,1500,,外税,,,
10289,多木有機液肥8-3-5  600ml,#4951795160362,880,通常価格,外税,,,
10289,多木有機液肥8-3-5  600ml,#4951795160362,790,売出価格,外税,,,
10290,多木有機液肥6-8-3  600ml,#4951795160263,880,通常価格,外税,,,
10290,多木有機液肥6-8-3  600ml,#4951795160263,790,売出価格,外税,,,
10291,エキタン有機 5L,#4515262511028,3600,通常価格,外税,,,
10291,エキタン有機 5L,#4515262511028,3400,売出価格,外税,,,
10292,エキタン有機  600g,#4515262511011,1380,通常価格,外税,,,
10292,エキタン有機  600g,#4515262511011,1180,売出価格,外税,,,
10293,ハイポネックス6-10-5  450ml,#4977517180029,580,,外税,,,
10294,醗酵油かす小粒 500g,#4560194952081,280,,外税,,,
10295,油かす1kg,#2000000000787,250,,外税,,,
10296,大粒化成肥料  900g,#2000000000794,330,,外税,,,
10297,元肥一発サツマイモ専用 肥料 500g,#2000000000800,430,,外税,,,
10301,土太郎洋蘭の土 ５Ｌ,#2000000000831,490,,外税,,,
10302,油かす 3kg,#2000000000848,630,,外税,,,
10338,イモ.マメ専用肥料 4kg,#2000000000886,960,通常価格,外税,,,
10338,イモ.マメ専用肥料 4kg,#2000000004747,890,売出価格,外税,,,
10312,土太郎  14L,#4950465011027,870,,外税,,,
10299,硫安小袋  2kg,#2000000000817,290,,外税,,,
10478,イチゴ専用肥料 4kg,#2000000001104,1090,通常価格,外税,,,
10478,イチゴ専用肥料 4kg,#2000000001111,980,売出価格,外税,,,
10482,タマネギ専用肥料 2kg 300本分,#2000000001272,1150,通常価格,外税,,,
10482,タマネギ専用肥料 2kg 300本分,#2000000001289,980,売出価格,外税,,,
10547,タマネギ竹炭 300g,#4945989000275,580,,外税,,,
10570,発芽バッチリ 3kg,#2000000001616,580,,外税,,,
10829,野菜の肥料　1.6kg,#4513272088356,780,通常価格,外税,,,
10829,野菜の肥料　1.6kg,#4513272088356,598,売出価格,外税,,,
10830,芝生の肥料　細粒　2kg,#4513272088097,650,,外税,,,
11119,アグリメイト　250ml,#4527902010068,950,,外税,,,
10831,お花の肥料　2kg,#4513272088066,650,,外税,,,
11132,白菜キャベツブロッコリー専用肥料　２ｋｇ,#2000000003955,980,通常価格,外税,,,
11132,白菜キャベツブロッコリー専用肥料　２ｋｇ,#2000000003962,780,売出価格,外税,,,
10832,ふっカル　2kg,#4513272016076,780,通常価格,外税,,,
10832,ふっカル　2kg,#4513272016076,580,売出価格,外税,,,
11555,有機化成肥料666　500g,#4513272088202,358,,外税,,,
10833,葉物野菜の肥料　5kg,#4513272010128,1230,,外税,,,
11556,じゃがいもの肥料888　2kg,#4513272016014,890,,外税,,,
10834,根もの野菜の肥料　5kg,#4513272010074,1300,通常価格,外税,,,
10834,根もの野菜の肥料　5kg,#4513272010074,1200,売出価格,外税,,,
11557,花ぼーろ　500g,#4513272014058,328,,外税,,,
10835,カルシウム入り野菜肥料　5kg,#4513272013167,1140,,外税,,,
11558,いちごの肥料　550g,#4513272021094,328,,外税,,,
12088,ポテトバック　12L,#4535885700906,950,,外税,,,
10836,有機100%野菜の肥料　5kg,#4513272010142,1380,,外税,,,
11559,苦土石灰　顆粒　1kg,#4952497010108,228,,外税,,,
10837,庭木と果樹の肥料　5kg,#4513272099215,1140,,外税,,,
11560,有機100%野菜の肥料　1kg,#4513272011057,498,通常価格,外税,,,
11560,有機100%野菜の肥料　1kg,#4513272011057,398,売出価格,外税,,,
10838,ハイパワー堆肥　5kg,#4513272010166,1100,,外税,,,
11561,なすの肥料　550g,#4513272088240,328,,外税,,,
10839,実もの野菜の肥料　5kg,#4513272010135,1300,通常価格,外税,,,
10839,実もの野菜の肥料　5kg,#4513272010135,1200,売出価格,外税,,,
11562,バラの肥料　2kg,#4513272088073,758,,外税,,,
10840,有機100%野菜の肥料　10kg,#4513272010159,2300,通常価格,外税,,,
10840,有機100%野菜の肥料　10kg,#4513272010159,2100,売出価格,外税,,,
11563,きゅうり・ゴーヤの肥料　550g,#4513272088257,328,,外税,,,
10857,タバコの粉　2kg,#4560372150087,980,,外税,,,
11564,球根の肥料　550g,#4513272088042,328,,外税,,,
11565,トマトの肥料　550g,#4513272088233,328,,外税,,,
11566,洋ランの肥料　550g,#4513272012177,458,,外税,,,
11567,菊の肥料　550g,#4513272088134,328,,外税,,,
11655,花と野菜の肥料　1.2kg,#2000000005805,430,,外税,,,
11020,野菜の培養土　ハイポネックス　14L,#4977517038139,580,,外税,,,
11105,超速効早効き野菜の肥料　1kg,#4513272012184,400,,外税,,,
11106,超速効早効き野菜の肥料　5kg,#4513272011033,1230,,外税,,,
11688,観葉植物の土　5Ｌ,#4950465010358,380,,外税,,,
11689,洋ランの土　5L,#4950465010457,480,,外税,,,
12068,カルスNCーR 1kg,#4580184271145,1500,通常価格,外税,,,
12068,カルスNCーR 1kg,#4580184271145,1400,売出価格,外税,,,
12089,じゃがりこ　バケ土,#4535885249207,1400,,外税,,,
12285,イネニカ　小袋　1.8kg,#2000000006666,480,通常価格,外税,,,
12285,イネニカ　小袋　1.8kg,#2000000006666,430,売出価格,外税,,,
12368,カップヌー土ル,#4535885249344,980,,外税,,,
12415,ニームペレット　1.2kg,#4936997200313,880,,外税,,,
12566,野菜専科　２ｋｇ,#4979934001635,798,,外税,,,
10050,コシヒカリ専用086  20kg,#2000000000060,3280,通常価格,外税,,,
10050,コシヒカリ専用086  20kg,#2000000001708,3080,売出価格,外税,,,
10050,コシヒカリ専用086  20kg,#2000000001715,2980,予約売出価格,外税,,,
10085,タキホスカ3号　13-13-13,#2000000000428,3680,通常価格,外税,,,
10085,タキホスカ3号　13-13-13,#2000000001746,3480,売出価格,外税,,,
10086,米太郎 20kg,#2000000000435,3480,通常価格,外税,,,
10086,米太郎 20kg,#2000000001722,3280,売出価格,外税,,,
10086,米太郎 20kg,#2000000001739,3280,予約売出価格,外税,,,
10087,肥実効  20kg 12-18-12,#2000000000442,4280,通常価格,外税,,,
10087,肥実効  20kg 12-18-12,#2000000001753,4180,売出価格,外税,,,
10087,肥実効  20kg 12-18-12,#2000000001760,4080,予約売出価格,外税,,,
10088,ツバメコート672 ,#2000000000466,4800,通常価格,外税,,,
10088,ツバメコート672 ,#2000000000473,4600,売出価格,外税,,,
10089,マグホス 20kg,#2000000000480,2980,通常価格,外税,,,
10089,マグホス 20kg,#2000000001791,2880,売出価格,外税,,,
10089,マグホス 20kg,#2000000006741,2490,予約売出価格,外税,,,
10090,コーボ九重9号 20kg,#2000000000497,4250,通常価格,外税,,,
10090,コーボ九重9号 20kg,#2000000001814,4090,売出価格,外税,,,
10090,コーボ九重9号 20kg,#2000000006758,3980,予約売出価格,外税,,,
10091,スピードチッソ 20kg,#2000000000503,4390,通常価格,外税,,,
10091,スピードチッソ 20kg,#2000000001821,4250,売出価格,外税,,,
10067,アースゲン 20kg,#2000000000244,920,通常価格,外税,,,
10067,アースゲン 20kg,#2000000001678,820,売出価格,外税,,,
10067,アースゲン 20kg,#2000000006765,790,予約売出価格,外税,,,
10066,イネニカ 20kg,#2000000000237,1580,通常価格,外税,,,
10066,イネニカ 20kg,#2000000001265,1480,売出価格,外税,,,
10066,イネニカ 20kg,#2000000006772,1480,予約売出価格,外税,,,
10337,ファイト・アップ 500g,#4560284370399,3300,通常価格,外税,,,
10337,ファイト・アップ 500g,#4560284370399,3100,売出価格,外税,,,
10643,育苗肥料7-7-7 700g,#2000000001685,450,通常価格,外税,,,
10643,育苗肥料7-7-7 700g,#2000000001692,390,売出価格,外税,,,
10068,土いきいき 15kg,#2000000000251,1880,通常価格,外税,,,
10068,土いきいき 15kg,#2000000001241,1800,売出価格,外税,,,
10644,肥実効477 14-7-7 20kg,#2000000001777,4180,通常価格,外税,,,
10644,肥実効477 14-7-7 20kg,#2000000001784,3980,売出価格,外税,,,
11585,カスタム(PKマグ),,3620,,外税,,,
12010,九重6号　20kg,,4280,通常価格,外税,,,
12010,九重6号　20kg,,4090,売出価格,外税,,,
12180,稲元気30号　20kg,#2000000006826,4980,通常価格,外税,,,
12180,稲元気30号　20kg,#2000000006833,4780,売出価格,外税,,,
12521,eコート500（早生用）　15kg,#2000000008233,4280,通常価格,外税,,,
12521,eコート500（早生用）　15kg,#2000000008240,4180,売出価格,外税,,,
12521,eコート500（早生用）　15kg,#2000000008257,4080,予約売出価格,外税,,,
10012,ダイアジノン粒剤5% 3kg,#4987170874029,1890,通常価格,外税,,,
10012,ダイアジノン粒剤5% 3kg,#4987170874029,1790,売出価格,外税,,,
10012,ダイアジノン粒剤5% 3kg,#4987170874029,1790,予約売出価格,外税,,,
10013,ダコニール1000 500ml,#4909246303325,2150,,外税,,,
10014,ダコニール1000 250ml,#4909246303318,1130,,外税,,,
10015,トマトトーン 20ml,#4536966136027,220,,外税,,,
10016,ネマトリンエース粒剤 2kg,#4536966143322,1710,通常価格,外税,,,
10016,ネマトリンエース粒剤 2kg,#4536966143322,1500,売出価格,外税,,,
10016,ネマトリンエース粒剤 2kg,#4536966143322,1500,予約売出価格,外税,,,
11884,カダンプラスDX 1000ml,#4902424447200,980,通常価格,外税,,,
11884,カダンプラスDX 1000ml,#4902424447200,880,売出価格,外税,,,
10017,ランネート45DF 100g,#4530868010225,1150,,外税,,,
10018,アドマイヤー水和剤 100g,#4907864008042,895,,外税,,,
10019,ジマンダイセン水和剤 250g,#4571108450234,720,,外税,,,
10020,モレスタン水和剤 100g,#4966871314805,890,,外税,,,
10021,トップジンM水和剤 250g,#4961010474310,1170,,外税,,,
10023,オーソサイド水和剤 250g,#4562162590226,960,,外税,,,
10024,トリフミン水和剤 100g,#4961010452325,1340,,外税,,,
10025,ベルクート水和剤 100g,#4961010361443,820,,外税,,,
10026,グラミンS 500ml,#4562146021364,525,,外税,,,
10027,ベタリンB 100g,#4511966014827,330,,外税,,,
10028,トレボン乳剤 100ml,#4571153323156,910,通常価格,外税,,,
10028,トレボン乳剤 100ml,#4571153323156,878,売出価格,外税,,,
10028,トレボン乳剤 100ml,#4571153323156,878,予約売出価格,外税,,,
10029,アファーム乳剤 100ml,#4543887400915,2260,通常価格,外税,,,
10029,アファーム乳剤 100ml,#4543887400915,2160,売出価格,外税,,,
10030,MCPP液剤 100ml,#4903501033026,785,,外税,,,
10032,パダンSG水溶剤 100g,#4909246303295,820,,外税,,,
10033,スミチオン乳剤 500ml,#4909246300843,1570,,外税,,,
10034,カルホス乳剤 500ml,#4560310860252,4670,,外税,,,
10035,トレボンEW 500ml,#4571153329905,2680,,外税,,,
10036,クレマート乳剤 500ml,#4909246301581,2870,,外税,,,
10037,ラッソー乳剤 500ml,#4975778173729,1990,,外税,,,
10038,トレファノサイド乳剤 500ml,#4957919636072,2550,,外税,,,
10039,シマジン水和剤 100g,#4975778172135,550,,外税,,,
10040,カーメックス顆粒水和剤 100g,#4580398130115,1210,,外税,,,
10041,デゾレートAZ粒剤 5kg,#4542936000144,2840,通常価格,外税,,,
10041,デゾレートAZ粒剤 5kg,#4542936000144,2680,売出価格,外税,,,
10041,デゾレートAZ粒剤 5kg,#4542936000144,2580,予約売出価格,外税,,,
10042,プリグロックスL 1L ,#4543887300116,1880,通常価格,外税,,,
10042,プリグロックスL 1L ,#4543887300116,1680,売出価格,外税,,,
10043,サンフーロン液剤 500ml,#4515262100017,950,通常価格,外税,,,
10043,サンフーロン液剤 500ml,#4515262100017,880,売出価格,外税,,,
10043,サンフーロン液剤 500ml,#4515262100017,820,予約売出価格,外税,,,
10044,サンフーロン液剤 2L,#4515262100031,3680,通常価格,外税,,,
10044,サンフーロン液剤 2L,#4515262100031,3480,売出価格,外税,,,
10045,ラウンドアップマックスロード 500ml,#4957919634894,2070,通常価格,外税,,,
10045,ラウンドアップマックスロード 500ml,#4957919634894,1980,売出価格,外税,,,
10046,ザクサ液剤 500ml,#4582620190058,2120,通常価格,外税,,,
10046,ザクサ液剤 500ml,#4582620190058,1980,売出価格,外税,,,
10266,ハイバーX粒剤 1kg,#4545007001453,2015,,外税,,,
10267,ラウンドアップAL 1.2L,#4957919634719,1180,,外税,,,
10268,シマジン粒剤1  4kg,#4975778172159,1520,,外税,,,
10269,トレファノサイド粒剤2.5  3kg,#4957919636058,1880,,外税,,,
10270,ネキリエースK粒剤 600g,#4571367110023,1070,,外税,,,
10271,プリロッソ粒剤 1kg,#4589858870493,1980,通常価格,外税,,,
10271,プリロッソ粒剤 1kg,#4589858870493,1780,売出価格,外税,,,
10272,アドマイヤー1粒剤 950g,#4907864007984,1320,,外税,,,
10274,ナメクジ退治  300g,#4571151611675,1000,,外税,,,
10277,シャットアウトSE 3kg,#4571153324153,2380,,外税,,,
10278,デナポン5%ベイト 2kg,#4511966012588,1210,通常価格,外税,,,
10279,トレボン粉剤DL 1kg,#4571151612078,880,通常価格,外税,,,
10279,トレボン粉剤DL 1kg,#4571151612078,798,売出価格,外税,,,
10280,アクタラ顆粒水溶剤,#4543887200225,950,,外税,,,
10281,サンフーロン液剤 5L,#4515262100055,8980,通常価格,外税,,,
10281,サンフーロン液剤 5L,#4515262100055,8300,売出価格,外税,,,
10282,カダンプラスDX. 1100ml,#4902424442014,1050,通常価格,外税,,,
10282,カダンプラスDX. 1100ml,#4902424442014,950,売出価格,外税,,,
10283,カダンセーフ 1000ml,#4902424438895,950,通常価格,外税,,,
10283,カダンセーフ 1000ml,#4902424438895,850,売出価格,外税,,,
10283,カダンセーフ 1000ml,#4902424441987,950,通常価格,外税,,,
10284,デナポン粒剤(トウモロコシ)1kg,#4571178790018,980,通常価格,外税,,,
10284,デナポン粒剤(トウモロコシ)1kg,#4571178790018,890,売出価格,外税,,,
10315,プレバソン フロアブル 5  250ml,#4589858870448,3540,,外税,,,
10316,ランマン フロアブル 100ml,#4536966146125,1140,,外税,,,
10321,オンコル粒剤5 3kg,#4970856576300,4110,,外税,,,
10331,スミチオン乳剤 500ml,#4975778119239,1570,,外税,,,
10398,コルト顆粒水和剤 100g,#4975778120044,1590,,外税,,,
10435,アグリメック 500ml,#4543887108415,5060,,外税,,,
10459,アフェット フロアブル  100ml,#4571153324009,1830,,外税,,,
10475,ハチハチ乳剤 100ml,#4970856563300,1250,,外税,,,
10480,フロンサイド粉剤 3kg,#4536966107324,985,通常価格,外税,,,
10480,フロンサイド粉剤 3kg,#4536966107324,880,売出価格,外税,,,
10490,ジーファイン水和 250g,#4511966014346,1050,,外税,,,
10557,アルバリン顆粒水和剤 100g,#4571153321336,980,,外税,,,
10800,アディオン乳剤　100ml,#4909246300065,1930,,外税,,,
10801,モスピラン顆粒水溶剤　100g,#4961010615317,1640,,外税,,,
10805,ベンレート水和剤　100g,#4909246302694,940,,外税,,,
10806,コテツフロアブル  100ml,#4961010570586,2420,,外税,,,
10810,アドマイヤーフロアブル　100ml,#4907864008615,1890,,外税,,,
10841,まくぴか　100ml,#4536966161135,690,,外税,,,
10842,トップジンM 10g入り,#4961010658116,580,,外税,,,
10843,パンチョTF 0.5g×10,#4975292603344,880,,外税,,,
10844,GFベンレート0.5g×10,#4975292050117,580,,外税,,,
10845,ダコニール1000 30ml,#4975292051015,780,,外税,,,
10846,コロマイト乳剤　　30ml,#4987081748211,800,,外税,,,
10847,アプロード　フロアブル　100ml,#4571367110344,930,,外税,,,
10848,モスピラントップジンMスプレー　900ml,#4975292602576,1090,,外税,,,
10849,お酢で予防スプレー　1000ml,#4560314541805,680,,外税,,,
10960,フォース粒剤　3kg,#4543887300512,3280,通常価格,外税,,,
10960,フォース粒剤　3kg,#4543887300512,3180,売出価格,外税,,,
10960,フォース粒剤　3kg,#4543887300512,3080,予約売出価格,外税,,,
10984,ネキリベイト　600g,#4975292603412,650,,外税,,,
11001,バスアミド微粒剤　1kg,#4966871316809,1890,,外税,,,
11037,ロビンフッド　480ml,#4909246310019,2050,,外税,,,
11066,トップジンMぺースト200g,#4961010475515,650,,外税,,,
11067,ジベレリン1.6g(50mg)×4包　200mg,#4987222859868,865,,外税,,,
11071,トマトトーンスプレー　420ml,#4975292600763,780,,外税,,,
11072,ベニカベジフルスプレー　1000ml,#4975292602705,780,,外税,,,
11083,ウララDF　250g,#4536966163023,2530,,外税,,,
11087,ルートン,#4536966137024,225,,外税,,,
11090,シグナムWDG　100g,#4531607001450,1530,,外税,,,
11093,スラゴ　100g,,275,,外税,,,
11117,ダイアジノン粒剤3 700g,#4975292603269,980,通常価格,外税,,,
11117,ダイアジノン粒剤3 700g,#4975292603269,880,売出価格,外税,,,
11118,デナポン粒剤5 とうもろこし専用　200g,#4975292601807,630,,外税,,,
11126,シバニードアップ粒剤　1.4kg,#4975292602248,1580,,外税,,,
11127,食べる野菜と果樹虫&病気対策　1000ml,#4901080043412,780,,外税,,,
11128,ハイパーお庭の虫コロリ　700g,#4901080297310,860,,外税,,,
11129,草消滅　2L,#4901080291714,1450,,外税,,,
11135,キレダー水和剤　2g×１０,#49246704,820,,外税,,,
11207,アベイル粒剤　1kg,#4961010615133,2330,通常価格,外税,,,
11207,アベイル粒剤　1kg,#4961010615133,2180,売出価格,外税,,,
11207,アベイル粒剤　1kg,#4961010615133,2080,予約売出価格,外税,,,
11208,ヨーバルフロアブル  100ml,#4966871247899,3160,通常価格,外税,,,
11208,ヨーバルフロアブル  100ml,#4966871247899,2980,売出価格,外税,,,
11209,ラウンドアップマックスロード　5.5L,#4957919634535,13100,通常価格,外税,,,
11209,ラウンドアップマックスロード　5.5L,#4957919634535,11900,売出価格,外税,,,
11510,フーモン　500ml,#4987170874203,3580,,外税,,,
11511,フェロディンSL 2個入り,#4909246304438,3850,,外税,,,
11521,ホリバー　yellow 10枚入り,#4562162591223,535,,外税,,,
11522,ホリバー　blue 10枚入り,#4562162591230,535,,外税,,,
11539,アグリマイシン100 100g,#4961010496145,720,,外税,,,
11574,ネマキック粒剤　5kg,#4966871265497,4080,,外税,,,
11601,オラクル粉剤　3kg,#4957919622556,1750,通常価格,外税,,,
11601,オラクル粉剤　3kg,#4957919622556,1590,売出価格,外税,,,
11662,アファーム乳剤　250ml,#4543887102024,5610,,外税,,,
11663,まくぴか展着剤　500ml,#4536966161128,3590,,外税,,,
11665,グレーシア乳剤　250ml,#4957919614155,5780,,外税,,,
11666,ランマンフロアブル  500ml,#4536966146026,5490,,外税,,,
11667,アルバリン顆粒水溶剤　500g,#4571153321350,4640,,外税,,,
11668,スターマイトフロアブル  250ml,#4957919613851,5280,,外税,,,
11669,トランスフォーム　250ml,#4571108450890,2860,,外税,,,
11670,ダニオーテ　フロアブル  250ml,#4961010581223,5720,,外税,,,
11671,スラゴ粒剤　100g,#4975778186385,280,,外税,,,
11879,ザクサ　6L,#4987222856874,21380,,外税,,,
11886,ダニコング　フロアブル  250ml,,6080,,外税,,,
12000,メジャーフロアブル  250ml,#4975778212558,3650,,外税,,,
12038,ガットサイドS 1kg,#4909246300751,1020,,外税,,,
12045,シマジン水和　100g,#4957919631114,590,,外税,,,
12049,オキシラン水和　500g,#4975778135307,1400,,外税,,,
12067,カスケード乳剤　250ml,#4531607000347,6170,,外税,,,
12084,ハーベストオイル　4L,#4907864001104,2320,,外税,,,
12085,石灰硫黄合剤　18L,#4942959120001,2605,,外税,,,
12094,お酢がきくスプレー　1000ml,#4560314541829,780,,外税,,,
12176,サンボルドー2g×10袋,#4975292051114,470,,外税,,,
12204,バスアミド微粒剤　5kg,#4966871316502,8760,,外税,,,
12209,ゲッター水和剤　100g,#4961010477212,1620,,外税,,,
12229,アルバリン顆粒水溶剤　500g,#4966871244508,4640,,外税,,,
12249,石原フロンサイド粉剤　700g,#4975292603429,1080,,外税,,,
12289,ファンタジスタ顆粒水溶剤　100g,#4961010510025,2420,,外税,,,
12290,アクタラ粒剤　3kg,#4543887200119,3500,,外税,,,
12308,マスタピース水和剤　100g,#4527902500019,1600,,外税,,,
12343,野菜うまし　1000ml,#4901080050014,980,,外税,,,
12344,ベニカナチュラルスプレー　1000ml,#4975292604266,1050,,外税,,,
12348,特製スケルシン　マシン油　500ml,#4975778127296,705,,外税,,,
12351,ICボルドー48Q  5kg,#4571313633415,1570,,外税,,,
12360,フェニックス顆粒水和　100g,#4975778110021,2430,,外税,,,
12364,バリアード顆粒水和剤　250g,#4907864009162,3870,,外税,,,
12365,ササラ展着剤　500ml,#4966871520596,1110,,外税,,,
